,University,Sex,Rank,TotalCompensation
1936,Laurentian University of Sudbury,male,Assistant Professor,127201.06
1937,Laurentian University of Sudbury,female,Associate Professor,127400.9
1938,Laurentian University of Sudbury,female,Associate Professor,149346.12
1940,Laurentian University of Sudbury,male,Professor,186318.08
1941,Laurentian University of Sudbury,male,Associate Professor,141932.09
1942,Laurentian University of Sudbury,male,Professor,159524.08
1944,Laurentian University of Sudbury,female,Assistant Professor,110968.68
1946,Laurentian University of Sudbury,male,Assistant Professor,120365.64
1949,Laurentian University of Sudbury,male,Professor,174940.12
1950,Laurentian University of Sudbury,female,Assistant Professor,107549.76
1951,Laurentian University of Sudbury,male,Associate Professor,160369.09
1952,Laurentian University of Sudbury,male,Associate Professor,150527.09
1953,Laurentian University of Sudbury,male,Associate Professor,142828.08
1954,Laurentian University of Sudbury,male,Assistant Professor,112041.14
1955,Laurentian University of Sudbury,male,Associate Professor,132428.1
1957,Laurentian University of Sudbury,male,Associate Professor,135156.18
1958,Laurentian University of Sudbury,male,Associate Professor,117514.4
1959,Laurentian University of Sudbury,female,Assistant Professor,103920.53
1962,Laurentian University of Sudbury,male,Associate Professor,121482.34
1965,Laurentian University of Sudbury,female,Associate Professor,115313.24
1967,Laurentian University of Sudbury,male,Professor,162749.1
1968,Laurentian University of Sudbury,male,Associate Professor,134184.18
1969,Laurentian University of Sudbury,male,Associate Professor,121075.2
1970,Laurentian University of Sudbury,male,Associate Professor,144866.09
1971,Laurentian University of Sudbury,female,Professor,137047.14
1972,Laurentian University of Sudbury,male,Professor,166893.12
1973,Laurentian University of Sudbury,male,Associate Professor,105058.13
1974,Laurentian University of Sudbury,male,Associate Professor,130540.48
1975,Laurentian University of Sudbury,male,Professor,105573.9
1976,Laurentian University of Sudbury,male,Associate Professor,120290.94
1977,Laurentian University of Sudbury,male,Associate Professor,123438.64
1978,Laurentian University of Sudbury,male,Assistant Professor,145559.09
1979,Laurentian University of Sudbury,male,Professor,167935.08
1981,Laurentian University of Sudbury,male,Professor,162112.14
1983,Laurentian University of Sudbury,male,Associate Professor,105446.78
1984,Laurentian University of Sudbury,male,Associate Professor,114769.44
1985,Laurentian University of Sudbury,male,Associate Professor,154005.12
1986,Laurentian University of Sudbury,female,Professor,146216.04
1987,Laurentian University of Sudbury,female,Assistant Professor,116185.9
1989,Laurentian University of Sudbury,female,Associate Professor,138965.09
1990,Laurentian University of Sudbury,male,Associate Professor,147682.52
1991,Laurentian University of Sudbury,female,Professor,152092.62
1992,Laurentian University of Sudbury,female,Associate Professor,140365.64
1993,Laurentian University of Sudbury,male,Associate Professor,140847.12
1995,Laurentian University of Sudbury,male,Associate Professor,127267.58
1997,Laurentian University of Sudbury,male,Associate Professor,109664.4
1998,Laurentian University of Sudbury,female,Associate Professor,133479.44
1999,Laurentian University of Sudbury,female,Associate Professor,114584.88
2000,Laurentian University of Sudbury,female,Assistant Professor,107726.82
2001,Laurentian University of Sudbury,female,Professor,122793.94
2002,Laurentian University of Sudbury,male,Associate Professor,135774.33
2003,Laurentian University of Sudbury,male,Professor,163136.1
2004,Laurentian University of Sudbury,female,Associate Professor,157611.12
2005,Laurentian University of Sudbury,female,Assistant Professor,109375.52
2006,Laurentian University of Sudbury,male,Professor,138381.44
2007,Laurentian University of Sudbury,male,Assistant Professor,138632.2
2008,Laurentian University of Sudbury,male,Associate Professor,112893.81
2009,Laurentian University of Sudbury,male,Professor,151021.08
2012,Laurentian University of Sudbury,male,Professor,161740.08
2013,Laurentian University of Sudbury,female,Assistant Professor,114052.42
2014,Laurentian University of Sudbury,female,Associate Professor,108442.55
2015,Laurentian University of Sudbury,male,Associate Professor,123731.12
2016,Laurentian University of Sudbury,female,Associate Professor,124177.46
2017,Laurentian University of Sudbury,female,Professor,188305.1
2019,Laurentian University of Sudbury,male,Assistant Professor,118387.82
2020,Laurentian University of Sudbury,male,Professor,150646.62
2022,Laurentian University of Sudbury,male,Associate Professor,149363.09
2023,Laurentian University of Sudbury,female,Assistant Professor,104986.48
2030,McMaster University,male,Professor,158324.57
2031,McMaster University,female,Professor,151853.77
2032,McMaster University,male,Assistant Professor,102472.27
2033,McMaster University,male,Professor,141592.06
2034,McMaster University,male,Professor,139643.08
2035,McMaster University,male,Professor,174582.75
2036,McMaster University,male,Associate Professor,105015.86
2037,McMaster University,female,Professor,120876.66
2038,McMaster University,female,Associate Professor,137159.87
2040,McMaster University,male,Professor,158206.48
2042,McMaster University,male,Professor,146051.79
2044,McMaster University,male,Associate Professor,149521.17
2045,McMaster University,female,Associate Professor,176163.13
2047,McMaster University,male,Professor,153935.17
2048,McMaster University,female,Assistant Professor,130692.21
2049,McMaster University,male,Assistant Professor,128686.63
2050,McMaster University,male,Professor,145746.68
2052,McMaster University,female,Associate Professor,112727.25
2053,McMaster University,female,Associate Professor,120426.12
2054,McMaster University,male,Associate Professor,179395.92
2055,McMaster University,female,Professor,172321.78
2056,McMaster University,female,Professor,166671.87
2057,McMaster University,male,Professor,169846.67
2060,McMaster University,female,Professor,188967.27
2064,McMaster University,male,Professor,140922.72
2066,McMaster University,male,Associate Professor,146264.32
2067,McMaster University,female,Associate Professor,112891.42
2068,McMaster University,male,Professor,243047.57
2069,McMaster University,female,Professor,141281.22
2070,McMaster University,male,Professor,193146.59
2071,McMaster University,female,Professor,140142.72
2073,McMaster University,male,Professor,119868.36
2074,McMaster University,male,Associate Professor,103935.32
2075,McMaster University,female,Associate Professor,127471.47
2076,McMaster University,female,Assistant Professor,112357.87
2077,McMaster University,male,Professor,154036.22
2079,McMaster University,male,Assistant Professor,105624.33
2080,McMaster University,female,Associate Professor,110040.75
2082,McMaster University,male,Professor,166534.42
2084,McMaster University,female,Professor,146345.94
2085,McMaster University,male,Professor,251312.53
2086,McMaster University,female,Associate Professor,157519.17
2088,McMaster University,male,Professor,147850.9
2090,McMaster University,female,Professor,238133.64
2091,McMaster University,female,Associate Professor,141679.02
2092,McMaster University,female,Professor,143987.42
2093,McMaster University,male,Professor,142965.36
2094,McMaster University,male,Associate Professor,127041.32
2095,McMaster University,male,Associate Professor,177157.1
2096,McMaster University,male,Associate Professor,123765.28
2097,McMaster University,female,Professor,158499.32
2098,McMaster University,male,Professor,200831.03
2099,McMaster University,female,Assistant Professor,134535.52
2100,McMaster University,male,Assistant Professor,121992.59
2101,McMaster University,male,Associate Professor,137955.35
2102,McMaster University,male,Associate Professor,155167.12
2103,McMaster University,male,Professor,336536.27
2104,McMaster University,male,Professor,313435.48
2105,McMaster University,male,Professor,161211.97
2106,McMaster University,female,Associate Professor,133499.67
2108,McMaster University,male,Associate Professor,140410.32
2110,McMaster University,male,Professor,158440.99
2111,McMaster University,female,Associate Professor,146329.99
2112,McMaster University,male,Assistant Professor,117373.1
2113,McMaster University,male,Professor,178441.53
2114,McMaster University,male,Professor,144906.37
2116,McMaster University,male,Associate Professor,161220.88
2118,McMaster University,male,Professor,155199.12
2119,McMaster University,female,Associate Professor,130920.45
2120,McMaster University,female,Assistant Professor,120285.17
2121,McMaster University,male,Associate Professor,129415.77
2122,McMaster University,female,Assistant Professor,133634.42
2123,McMaster University,male,Professor,187161.77
2124,McMaster University,male,Professor,158759.17
2125,McMaster University,female,Associate Professor,114275.94
2126,McMaster University,male,Professor,137496.42
2127,McMaster University,female,Associate Professor,105782.41
2128,McMaster University,male,Professor,175685.42
2130,McMaster University,female,Professor,152660.47
2131,McMaster University,male,Assistant Professor,110462.17
2133,McMaster University,male,Associate Professor,126875.47
